year,exporter_name,exporter_group,importer_name,importer_group,v,q
2012,Afghanistan,Rest of World,Pakistan,Rest of World,208.0,0.248
2012,Afghanistan,Rest of World,Pakistan,Rest of World,96.0,0.054
2012,Argentina,Argentina,Bangladesh,Rest of World,8109724.0,13445.67
2012,Argentina,Argentina,Bangladesh,Rest of World,53801628.0,95835.327
2012,Argentina,Argentina,Belgium,European Union,72.0,0.213
2012,Argentina,Argentina,Belgium,European Union,132100.0,217.517
2012,Argentina,Argentina,Bolivia (Plurinational State of),Rest of World,6577089.0,9903.169
2012,Argentina,Argentina,Brazil,Brazil,5984.0,5.591
2012,Argentina,Argentina,Brazil,Brazil,103118.0,224.7
2012,Argentina,Argentina,Canada,Canada,23451.0,17.617
2012,Argentina,Argentina,Canada,Canada,499283.0,767.063
2012,Argentina,Argentina,Chile,Rest of World,1241.0,0.086
2012,Argentina,Argentina,Chile,Rest of World,8915626.0,17853.468
2012,Argentina,Argentina,China,China,2740406018.0,5293928.451
2012,Argentina,Argentina,Colombia,Rest of World,42129589.0,83466.119
2012,Argentina,Argentina,Costa Rica,Central America & Caribbean,113.0,0.005
2012,Argentina,Argentina,Estonia,European Union,1190352.0,2555.9
2012,Argentina,Argentina,Germany,European Union,40713128.0,87334.66
2012,Argentina,Argentina,Indonesia,Other ASEAN,1438002.0,2551.48
2012,Argentina,Argentina,Iran,Middle East,71510496.0,127659.28
2012,Argentina,Argentina,Italy,European Union,6296748.0,10007.79
2012,Argentina,Argentina,Japan,Japan,253734.0,336.681
2012,Argentina,Argentina,Rep. of Korea,Rest of World,26.0,0.003
2012,Argentina,Argentina,Rep. of Korea,Rest of World,28247.0,36.003
2012,Argentina,Argentina,Malaysia,Other ASEAN,34041.0,43.66
2012,Argentina,Argentina,"Other Asia, nes",Rest of World,1056193.0,1173.01
2012,Argentina,Argentina,Netherlands,European Union,26.0,0.002
2012,Argentina,Argentina,Nigeria,Rest of Africa,2445000.0,5000.0
2012,Argentina,Argentina,Panama,Central America & Caribbean,628619.0,1364.985
2012,Argentina,Argentina,Paraguay,Paraguay,10459780.0,12831.028
2012,Argentina,Argentina,Peru,Rest of World,4400032.0,8968.909
2012,Argentina,Argentina,Philippines,Other ASEAN,92411.0,163.56
2012,Argentina,Argentina,Saudi Arabia,Middle East,32423.0,43.651
2012,Argentina,Argentina,Singapore,Other ASEAN,50693.0,65.49
2012,Argentina,Argentina,Slovakia,European Union,215227.0,395.34
2012,Argentina,Argentina,Viet Nam,Other ASEAN,22528638.0,41961.322
2012,Argentina,Argentina,Slovenia,European Union,122.0,0.054
2012,Argentina,Argentina,South Africa,Rest of Africa,114893.0,43.009
2012,Argentina,Argentina,South Africa,Rest of Africa,14219.0,26.0
2012,Argentina,Argentina,Spain,European Union,217813.0,329.585
2012,Argentina,Argentina,Syria,Middle East,12609688.0,24961.0
2012,Argentina,Argentina,Thailand,Thailand,25884508.0,47768.549
2012,Argentina,Argentina,Tunisia,Rest of Africa,3172150.0,5236.684
2012,Argentina,Argentina,TÃ¼rkiye,Rest of World,58229161.0,111242.499
2012,Argentina,Argentina,Egypt,Egypt,99077430.0,195836.0
2012,Argentina,Argentina,United Kingdom,Rest of World,117870.0,242.497
2012,Argentina,Argentina,USA,USA,5099443.0,5912.563
2012,Argentina,Argentina,USA,USA,7708159.0,10931.925
2012,Argentina,Argentina,Uruguay,Rest of World,13077654.0,15136.868
2012,Argentina,Argentina,Uruguay,Rest of World,5605.0,8.0
2012,Argentina,Argentina,Venezuela,Rest of World,20883192.0,40000.0
2012,Australia,Rest of World,"China, Hong Kong SAR",Rest of World,2216.0,2.0
2012,Australia,Rest of World,Rep. of Korea,Rest of World,1241861.0,1059.002
2012,Australia,Rest of World,Malaysia,Other ASEAN,3082.0,1.6
2012,Australia,Rest of World,Malaysia,Other ASEAN,4623.0,2.4
2012,Australia,Rest of World,Maldives,Rest of World,138.0,0.019
2012,Australia,Rest of World,Maldives,Rest of World,5420.0,0.748
2012,Australia,Rest of World,"Other Asia, nes",Rest of World,741911.0,948.0
2012,Australia,Rest of World,Oman,Middle East,5550.0,0.677
2012,Australia,Rest of World,New Caledonia,Rest of World,11713.0,8.0
2012,Australia,Rest of World,New Zealand,Rest of World,27410.0,19.019
2012,Australia,Rest of World,New Zealand,Rest of World,9434.0,5.698
2012,Australia,Rest of World,Papua New Guinea,Rest of World,151920.0,160.42
2012,Australia,Rest of World,Papua New Guinea,Rest of World,38858.0,0.379
2012,Australia,Rest of World,Singapore,Other ASEAN,15.0,0.05
2012,Australia,Rest of World,Slovenia,European Union,63.0,0.03
2012,Australia,Rest of World,Thailand,Thailand,1278508.0,2541.53
2012,Australia,Rest of World,Uruguay,Rest of World,250.0,0.028
2012,Australia,Rest of World,Yemen,Middle East,12999.0,22.625
2012,Austria,European Union,Azerbaijan,Rest of World,14910.0,6.285
2012,Austria,European Union,Belgium,European Union,298.0,0.159
2012,Austria,European Union,Belgium,European Union,1710664.0,2228.865
2012,Austria,European Union,Bosnia Herzegovina,Rest of World,1804.0,0.587
2012,Austria,European Union,Bulgaria,European Union,7421.0,0.16
2012,Austria,European Union,Chile,Rest of World,22.0,0.001
2012,Austria,European Union,Croatia,European Union,20267.0,19.506
2012,Austria,European Union,Croatia,European Union,248886.0,239.142
2012,Austria,European Union,Czechia,European Union,263172.0,278.647
2012,Austria,European Union,Czechia,European Union,576069.0,558.714
2012,Austria,European Union,Denmark,European Union,11590.0,11.25
2012,Austria,European Union,Denmark,European Union,770109.0,839.324
2012,Austria,European Union,Estonia,European Union,1576.0,2.592
2012,Austria,European Union,Finland,European Union,29479.0,24.001
2012,Austria,European Union,France,European Union,117134.0,67.155
2012,Austria,European Union,France,European Union,751473.0,606.841
2012,Austria,European Union,French Polynesia,Rest of World,73.0,0.009
2012,Austria,European Union,French Polynesia,Rest of World,72.0,0.006
2012,Austria,European Union,Germany,European Union,626679.0,401.672
2012,Austria,European Union,Germany,European Union,15061941.0,20345.395
2012,Austria,European Union,Greece,European Union,803.0,0.085
2012,Austria,European Union,Hungary,European Union,654385.0,395.944
2012,Austria,European Union,Hungary,European Union,562926.0,1102.341
2012,Austria,European Union,Iceland,Rest of World,4169.0,3.05
2012,Austria,European Union,Ireland,European Union,51739.0,38.825
2012,Austria,European Union,Ireland,European Union,50156.0,38.25
2012,Austria,European Union,Italy,European Union,45358.0,64.757
2012,Austria,European Union,Italy,European Union,16746035.0,27741.637
2012,Austria,European Union,Jordan,Middle East,2711.0,2.0
2012,Austria,European Union,Lithuania,European Union,108356.0,76.1
2012,Austria,European Union,Lithuania,European Union,72.0,0.05
2012,Austria,European Union,Luxembourg,European Union,861.0,0.335
2012,Austria,European Union,Malta,European Union,706.0,0.626
2012,Austria,European Union,Netherlands,European Union,177.0,0.068
2012,Austria,European Union,Netherlands,European Union,1107272.0,1178.505
2012,Austria,European Union,Norway,Rest of World,114336.0,53.131
2012,Austria,European Union,Poland,European Union,15116.0,12.392
2012,Austria,European Union,Poland,European Union,143281.0,131.458
2012,Austria,European Union,Portugal,European Union,3150.0,1.49
2012,Austria,European Union,Portugal,European Union,31568.0,25.68
2012,Austria,European Union,Romania,European Union,226577.0,168.111
2012,Austria,European Union,Romania,European Union,11872.0,11.924
2012,Austria,European Union,Russian Federation,Rest of World,50028.0,30.048
2012,Austria,European Union,Russian Federation,Rest of World,190262.0,184.827
2012,Austria,European Union,Saudi Arabia,Middle East,45.0,0.053
2012,Austria,European Union,Slovakia,European Union,499862.0,445.303
2012,Austria,European Union,Slovakia,European Union,1152523.0,2361.457
2012,Austria,European Union,Slovenia,European Union,24622.0,32.14
2012,Austria,European Union,Slovenia,European Union,956208.0,1600.813
2012,Austria,European Union,South Africa,Rest of Africa,879.0,0.528
2012,Austria,European Union,Spain,European Union,1011447.0,1277.555
2012,Austria,European Union,Sweden,European Union,2312.0,1.031
2012,Austria,European Union,Sweden,European Union,2308.0,0.753
2012,Austria,European Union,Switzerland,Rest of World,47422.0,36.922
2012,Austria,European Union,Switzerland,Rest of World,2392434.0,2317.466
2012,Austria,European Union,Ukraine,Rest of World,137512.0,134.311
2012,Austria,European Union,Ukraine,Rest of World,77554.0,83.46
2012,Austria,European Union,United Kingdom,Rest of World,50643.0,31.8
2012,Austria,European Union,United Kingdom,Rest of World,287353.0,258.167
2012,Belgium,European Union,Angola,Rest of Africa,3356.0,7.25
2012,Belgium,European Union,Austria,European Union,40401.0,44.323
2012,Belgium,European Union,Bulgaria,European Union,44259.0,31.032
2012,Belgium,European Union,Canada,Canada,11.0,0.008
2012,Belgium,European Union,Costa Rica,Central America & Caribbean,284.0,0.032
2012,Belgium,European Union,Croatia,European Union,37.0,0.051
2012,Belgium,European Union,Czechia,European Union,367514.0,519.42
2012,Belgium,European Union,Czechia,European Union,363742.0,530.074
2012,Belgium,European Union,Denmark,European Union,904696.0,1292.305
2012,Belgium,European Union,Estonia,European Union,17857.0,26.176
2012,Belgium,European Union,Finland,European Union,1949736.0,4145.97
2012,Belgium,European Union,France,European Union,140663.0,234.06
2012,Belgium,European Union,France,European Union,16740997.0,23671.565
2012,Belgium,European Union,Germany,European Union,2703709.0,4640.888
2012,Belgium,European Union,Greece,European Union,46327.0,32.146
2012,Belgium,European Union,Hungary,European Union,272323.0,441.672
2012,Belgium,European Union,Ireland,European Union,238467.0,344.946
2012,Belgium,European Union,Italy,European Union,250313.0,352.423
2012,Belgium,European Union,Lithuania,European Union,129707.0,173.263
2012,Belgium,European Union,Luxembourg,European Union,3232.0,5.91
2012,Belgium,European Union,Malaysia,Other ASEAN,378.0,0.3
2012,Belgium,European Union,Malta,European Union,41770.0,58.884
2012,Belgium,European Union,Netherlands,European Union,69144.0,182.73
2012,Belgium,European Union,Netherlands,European Union,23006473.0,37507.688
2012,Belgium,European Union,Poland,European Union,125.0,0.075
2012,Belgium,European Union,Poland,European Union,2033520.0,2953.627
2012,Belgium,European Union,Portugal,European Union,1158.0,1.451
2012,Belgium,European Union,Romania,European Union,75389.0,27.692
2012,Belgium,European Union,Viet Nam,Other ASEAN,80600.0,20.0
2012,Belgium,European Union,Spain,European Union,11170.0,11.592
2012,Belgium,European Union,Sweden,European Union,73481.0,39.343
2012,Belgium,European Union,Switzerland,Rest of World,5564.0,1.442
2012,Belgium,European Union,United Kingdom,Rest of World,14176396.0,16012.422
2012,Bhutan,Rest of World,India,Rest of World,1367.0,1.33
2012,Bolivia (Plurinational State of),Rest of World,Argentina,Argentina,272623.0,538.403
2012,Bolivia (Plurinational State of),Rest of World,Brazil,Brazil,11517149.0,17155.416
2012,Bolivia (Plurinational State of),Rest of World,Chile,Rest of World,17905428.0,28818.59
2012,Bolivia (Plurinational State of),Rest of World,Colombia,Rest of World,3013731.0,18011.078
2012,Bolivia (Plurinational State of),Rest of World,Ecuador,Rest of World,64847377.0,118856.62
2012,Bolivia (Plurinational State of),Rest of World,Indonesia,Other ASEAN,105978.0,220.0
2012,Bolivia (Plurinational State of),Rest of World,Malaysia,Other ASEAN,1219712.0,2325.8
2012,Bolivia (Plurinational State of),Rest of World,"Other Asia, nes",Rest of World,138619.0,288.79
2012,Bolivia (Plurinational State of),Rest of World,Peru,Rest of World,43030976.0,115288.191
2012,Bolivia (Plurinational State of),Rest of World,Spain,European Union,10711810.0,24495.526
2012,Bolivia (Plurinational State of),Rest of World,United Kingdom,Rest of World,155081.0,274.45
2012,Bolivia (Plurinational State of),Rest of World,Venezuela,Rest of World,34677964.0,62092.25
2012,Bosnia Herzegovina,Rest of World,Croatia,European Union,2.0,0.001
2012,Bosnia Herzegovina,Rest of World,Italy,European Union,101428.0,219.14
2012,Botswana,Rest of Africa,South Africa,Rest of Africa,280.0,0.309
2012,Brazil,Brazil,Algeria,Rest of Africa,15628.0,31.56
2012,Brazil,Brazil,Angola,Rest of Africa,151000.0,65.0
2012,Brazil,Brazil,Angola,Rest of Africa,1965.0,1.056
2012,Brazil,Brazil,Argentina,Argentina,915500.0,350.344
2012,Brazil,Brazil,Austria,European Union,99821.0,180.066
2012,Brazil,Brazil,Bangladesh,Rest of World,23782799.0,50399.96
2012,Brazil,Brazil,Belgium,European Union,28712367.0,48480.882
2012,Brazil,Brazil,Bolivia (Plurinational State of),Rest of World,5588.0,3.145
2012,Brazil,Brazil,Bolivia (Plurinational State of),Rest of World,2880.0,0.8
2012,Brazil,Brazil,Canada,Canada,1.0,0.001
2012,Brazil,Brazil,Chile,Rest of World,72.0,0.001
2012,Brazil,Brazil,Chile,Rest of World,1986.0,0.594
2012,Brazil,Brazil,China,China,12023972751.0,22713897.882
2012,Brazil,Brazil,Colombia,Rest of World,103.0,0.008
2012,Brazil,Brazil,Colombia,Rest of World,1917328.0,3017.807
2012,Brazil,Brazil,Congo,Rest of Africa,6505.0,1.056
2012,Brazil,Brazil,Cuba,Central America & Caribbean,247252.0,56.0
2012,Brazil,Brazil,Cuba,Central America & Caribbean,10055834.0,16802.65
2012,Brazil,Brazil,Dominican Rep.,Central America & Caribbean,500.0,0.773
2012,Brazil,Brazil,Finland,European Union,3250.0,1.66
2012,Brazil,Brazil,France,European Union,276879324.0,484493.275
2012,Brazil,Brazil,Germany,European Union,599.0,0.066
2012,Brazil,Brazil,Germany,European Union,381338261.0,676430.815
2012,Brazil,Brazil,Ghana,Rest of Africa,3095317.0,6022.02
2012,Brazil,Brazil,Greece,European Union,2637726.0,4584.346
2012,Brazil,Brazil,Guyana,Rest of World,38000.0,55.0
2012,Brazil,Brazil,"China, Hong Kong SAR",Rest of World,440044.0,685.626
2012,Brazil,Brazil,Iran,Middle East,10355726.0,19706.429
2012,Brazil,Brazil,Ireland,European Union,291371.0,1300.0
2012,Brazil,Brazil,Ireland,European Union,32511.000000000004,154.549
2012,Brazil,Brazil,Israel,Middle East,4548395.0,10320.21
2012,Brazil,Brazil,Italy,European Union,22664585.0,53693.746
2012,Brazil,Brazil,Japan,Japan,312115610.0,546707.443
2012,Brazil,Brazil,Rep. of Korea,Rest of World,182125151.0,344256.444
2012,Brazil,Brazil,Malaysia,Other ASEAN,6907902.0,13051.19
2012,Brazil,Brazil,"Other Asia, nes",Rest of World,607590436.0,1082565.178
2012,Brazil,Brazil,Netherlands,European Union,575.0,0.304
2012,Brazil,Brazil,Netherlands,European Union,544288873.0,1035023.455
2012,Brazil,Brazil,Norway,Rest of World,209367476.0,353176.768
2012,Brazil,Brazil,Panama,Central America & Caribbean,138.0,0.164
2012,Brazil,Brazil,Paraguay,Paraguay,5041742.0,4998.936
2012,Brazil,Brazil,Paraguay,Paraguay,22067.0,40.999
2012,Brazil,Brazil,Philippines,Other ASEAN,63232.0,82.648
2012,Brazil,Brazil,Poland,European Union,800.0,21.748
2012,Brazil,Brazil,Portugal,European Union,218961502.0,415541.047
2012,Brazil,Brazil,Russian Federation,Rest of World,74998682.0,121749.327
2012,Brazil,Brazil,Saudi Arabia,Middle East,127613362.0,247059.702
2012,Brazil,Brazil,Singapore,Other ASEAN,14.0,0.002
2012,Brazil,Brazil,Singapore,Other ASEAN,490896.0,563.166
2012,Brazil,Brazil,Slovakia,European Union,1515136.0,3004.19
2012,Brazil,Brazil,Viet Nam,Other ASEAN,296043527.0,566354.976
2012,Brazil,Brazil,Slovenia,European Union,120241.0,228.88
2012,Brazil,Brazil,Slovenia,European Union,77070.0,152.14
2012,Brazil,Brazil,South Africa,Rest of Africa,32987.0,9.042
2012,Brazil,Brazil,Spain,European Union,1193219190.0,2188708.705
2012,Brazil,Brazil,Switzerland,Rest of World,60.0,0.06
2012,Brazil,Brazil,Switzerland,Rest of World,792536.0,1202.414
2012,Brazil,Brazil,Thailand,Thailand,635386539.0,1176960.803
2012,Brazil,Brazil,Tunisia,Rest of Africa,29921947.0,48185.222
2012,Brazil,Brazil,TÃ¼rkiye,Rest of World,5093509.0,9561.14
2012,Brazil,Brazil,United Kingdom,Rest of World,338567995.0,575519.189
2012,Brazil,Brazil,USA,USA,19.0,0.033
2012,Brazil,Brazil,Uruguay,Rest of World,91132.0,75.332
2012,Brazil,Brazil,Venezuela,Rest of World,1700000.0,1000.0
2012,Brazil,Brazil,Venezuela,Rest of World,21590725.0,39882.61
2012,Brazil,Brazil,Zambia,Rest of Africa,119.0,0.04
2012,Belize,Central America & Caribbean,Guatemala,Central America & Caribbean,20000.0,45.36
2012,Bulgaria,European Union,Denmark,European Union,3590.0,3.753
2012,Bulgaria,European Union,Greece,European Union,36309.0,70.23
2012,Bulgaria,European Union,Romania,European Union,264185.0,474.334
2012,Myanmar,Other ASEAN,China,China,40905.0,68.479
2012,Myanmar,Other ASEAN,Croatia,European Union,58.0,0.025
2012,Myanmar,Other ASEAN,Rep. of Korea,Rest of World,11.0,0.032
2012,Myanmar,Other ASEAN,Rep. of Korea,Rest of World,15.0,0.004
2012,Myanmar,Other ASEAN,India,Rest of World,86888.0,100.963
2012,Myanmar,Other ASEAN,Singapore,Other ASEAN,41580.0,48.315
2012,Myanmar,Other ASEAN,Singapore,Other ASEAN,353.0,0.21
2012,Myanmar,Other ASEAN,Viet Nam,Other ASEAN,15120.0,17.569
2012,Myanmar,Other ASEAN,Viet Nam,Other ASEAN,99217.0,144.319
2012,Myanmar,Other ASEAN,Spain,European Union,21133.0,16.975
2012,Myanmar,Other ASEAN,Thailand,Thailand,47530.0,55.229
2012,Myanmar,Other ASEAN,Thailand,Thailand,23773.0,72.569
2012,Belarus,Rest of World,Russian Federation,Rest of World,123689.0,60.581
2012,Cambodia,Other ASEAN,Germany,European Union,3940.0,2.0
2012,Cambodia,Other ASEAN,Rep. of Korea,Rest of World,273.0,0.432
2012,Cambodia,Other ASEAN,Viet Nam,Other ASEAN,224520.0,325.0
2012,Cambodia,Other ASEAN,Thailand,Thailand,12618213.0,24450.0
2012,Canada,Canada,Algeria,Rest of Africa,1340.0,1.501
2012,Canada,Canada,Angola,Rest of Africa,32078.000000000004,29.881
2012,Canada,Canada,Argentina,Argentina,5785.0,0.526
2012,Canada,Canada,Austria,European Union,5543.0,0.689
2012,Canada,Canada,Austria,European Union,12125.0,8.686
2012,Canada,Canada,Bangladesh,Rest of World,74089.0,89.09
2012,Canada,Canada,Belgium,European Union,8973.0,4.057
2012,Canada,Canada,Belgium,European Union,112380084.0,201316.538
2012,Canada,Canada,Brazil,Brazil,78409.0,99.992
2012,Canada,Canada,Brunei Darussalam,Other ASEAN,97419.0,122.4
2012,Canada,Canada,Bulgaria,European Union,62737.0,99.97
2012,Canada,Canada,Bulgaria,European Union,16927.0,20.682
2012,Canada,Canada,Chile,Rest of World,96997.0,11.102
2012,Canada,Canada,Chile,Rest of World,1686.0,0.809
2012,Canada,Canada,China,China,459206268.0,707067.877
2012,Canada,Canada,Costa Rica,Central America & Caribbean,800.0,0.077
2012,Canada,Canada,Croatia,European Union,148.0,0.119
2012,Canada,Canada,Cuba,Central America & Caribbean,2330.0,1.899
2012,Canada,Canada,Czechia,European Union,707.0,0.131
2012,Canada,Canada,Czechia,European Union,120787.0,257.773
2012,Canada,Canada,Denmark,European Union,30037151.0,52744.428
2012,Canada,Canada,Finland,European Union,3981313.0,6304.5
2012,Canada,Canada,France,European Union,15235.0,4.01
2012,Canada,Canada,France,European Union,70135688.0,103403.535
2012,Canada,Canada,French Polynesia,Rest of World,4653.0,1.46
2012,Canada,Canada,Germany,European Union,111867.0,49.293
2012,Canada,Canada,Germany,European Union,160031891.0,282768.073
2012,Canada,Canada,Haiti,Central America & Caribbean,31349.0,52.2
2012,Canada,Canada,"China, Hong Kong SAR",Rest of World,161488.0,141.492
2012,Canada,Canada,"China, Hong Kong SAR",Rest of World,19305269.0,28356.255
2012,Canada,Canada,Indonesia,Other ASEAN,4885090.0,8024.957
2012,Canada,Canada,Iran,Middle East,22128112.0,37977.136
2012,Canada,Canada,Ireland,European Union,12480.0,20.1
2012,Canada,Canada,Ireland,European Union,623557.0,562.578
2012,Canada,Canada,Israel,Middle East,4469682.0,3225.719
2012,Canada,Canada,Israel,Middle East,2752942.0,2873.749
2012,Canada,Canada,Italy,European Union,42482570.0,86004.254
2012,Canada,Canada,Jamaica,Central America & Caribbean,670697.0,949.094
2012,Canada,Canada,Japan,Japan,3277397.0,3988.825
2012,Canada,Canada,Japan,Japan,279900564.0,372068.915
2012,Canada,Canada,Dem. People's Rep. of Korea,Rest of World,96148.0,139.86
2012,Canada,Canada,Rep. of Korea,Rest of World,17.0,0.002
2012,Canada,Canada,Rep. of Korea,Rest of World,7754013.0,7671.422
2012,Canada,Canada,Lebanon,Middle East,51303.0,74.66
2012,Canada,Canada,Lebanon,Middle East,2139.0,2.875
2012,Canada,Canada,Lithuania,European Union,51727.0,40.96
2012,Canada,Canada,Lithuania,European Union,19485.0,20.1
2012,Canada,Canada,"China, Macao SAR",Rest of World,580.0,0.45
2012,Canada,Canada,"China, Macao SAR",Rest of World,245541.0,475.921
2012,Canada,Canada,Malaysia,Other ASEAN,47346593.0,70946.544
2012,Canada,Canada,Mauritius,Rest of Africa,161523.0,183.212
2012,Canada,Canada,Mauritius,Rest of Africa,56868.0,183.765
2012,Canada,Canada,"Other Asia, nes",Rest of World,6589161.0,8908.7
2012,Canada,Canada,Morocco,Rest of Africa,26704.0,39.42
2012,Canada,Canada,Netherlands,European Union,14434.0,20.4
2012,Canada,Canada,Netherlands,European Union,415254426.0,573288.434
2012,Canada,Canada,New Zealand,Rest of World,533128.0,642.767
2012,Canada,Canada,Norway,Rest of World,15709526.0,30398.991
2012,Canada,Canada,Panama,Central America & Caribbean,110318.0,124.001
2012,Canada,Canada,Peru,Rest of World,59908.0,90.36
2012,Canada,Canada,Peru,Rest of World,622178.0,801.261
2012,Canada,Canada,Philippines,Other ASEAN,32140.0,43.425
2012,Canada,Canada,Philippines,Other ASEAN,5113714.0,7636.47
2012,Canada,Canada,Poland,European Union,546207.0,673.02
2012,Canada,Canada,Poland,European Union,587223.0,528.259
2012,Canada,Canada,Portugal,European Union,802936.0,1630.165
2012,Canada,Canada,Romania,European Union,3322.0,3.18
2012,Canada,Canada,Romania,European Union,60.0,0.06
2012,Canada,Canada,Russian Federation,Rest of World,434772.0,424.834
2012,Canada,Canada,Russian Federation,Rest of World,2491550.0,4232.756
2012,Canada,Canada,Saudi Arabia,Middle East,17822414.0,30589.417
2012,Canada,Canada,Singapore,Other ASEAN,252451.0,609.45
2012,Canada,Canada,Singapore,Other ASEAN,11029595.0,16049.774
2012,Canada,Canada,Slovakia,European Union,34787.0,54.492
2012,Canada,Canada,Viet Nam,Other ASEAN,668552.0,990.96
2012,Canada,Canada,Viet Nam,Other ASEAN,37517615.0,75431.724
2012,Canada,Canada,Slovenia,European Union,1314.0,1.025
2012,Canada,Canada,Spain,European Union,87378.0,156.965
2012,Canada,Canada,Spain,European Union,31214369.0,53347.234
2012,Canada,Canada,Sudan,Rest of Africa,70.0,0.057
2012,Canada,Canada,Suriname,Rest of World,14534.0,20.303
2012,Canada,Canada,Suriname,Rest of World,73501.0,100.243
2012,Canada,Canada,Sweden,European Union,82987.0,102.0
2012,Canada,Canada,Switzerland,Rest of World,410151.0,453.32
2012,Canada,Canada,Thailand,Thailand,367337.0,493.6
2012,Canada,Canada,Thailand,Thailand,27580047.0,37127.909
2012,Canada,Canada,Trinidad and Tobago,Central America & Caribbean,27232.0,35.826
2012,Canada,Canada,Tunisia,Rest of Africa,14242376.0,24972.008
2012,Canada,Canada,TÃ¼rkiye,Rest of World,17454087.0,32000.0
2012,Canada,Canada,Ukraine,Rest of World,157178.0,120.0
2012,Canada,Canada,Ukraine,Rest of World,31578.0,36.52
2012,Canada,Canada,Egypt,Egypt,91194738.0,160516.0
2012,Canada,Canada,United Kingdom,Rest of World,135097.0,156.8
2012,Canada,Canada,United Kingdom,Rest of World,9938964.0,13697.265
2012,Canada,Canada,USA,USA,7826367.0,106737.973
2012,Canada,Canada,USA,USA,169157619.0,270303.531
2012,Sri Lanka,Rest of World,Canada,Canada,1038.0,0.77
2012,Sri Lanka,Rest of World,Canada,Canada,1133.0,1.803
2012,Sri Lanka,Rest of World,Denmark,European Union,2145.0,0.792
2012,Sri Lanka,Rest of World,France,European Union,2549.0,1.0
2012,Sri Lanka,Rest of World,Italy,European Union,2638.0,0.45
2012,Sri Lanka,Rest of World,Jordan,Middle East,732.0,0.468
2012,Sri Lanka,Rest of World,Maldives,Rest of World,84.0,0.03
2012,Sri Lanka,Rest of World,Maldives,Rest of World,250.0,0.239
2012,Sri Lanka,Rest of World,Norway,Rest of World,3601.0,0.919
2012,Sri Lanka,Rest of World,Switzerland,Rest of World,265.0,0.099
2012,Sri Lanka,Rest of World,United Arab Emirates,Middle East,976.0,1.809
2012,Sri Lanka,Rest of World,USA,USA,2370.0,0.672
2012,Chile,Rest of World,Argentina,Argentina,9374.0,1.15
2012,Chile,Rest of World,Austria,European Union,114.0,0.001
2012,Chile,Rest of World,Canada,Canada,681684.0,340.765
2012,Chile,Rest of World,Canada,Canada,1446.0,1.366
2012,Chile,Rest of World,China,China,743.0,0.06
2012,Chile,Rest of World,Colombia,Rest of World,127751.0,12.93
2012,Chile,Rest of World,France,European Union,96451.0,7.053
2012,Chile,Rest of World,Hungary,European Union,368866.0,47.027
2012,Chile,Rest of World,Indonesia,Other ASEAN,153595.0,220.0
2012,Chile,Rest of World,Italy,European Union,46538.0,25.092
2012,Chile,Rest of World,Netherlands,European Union,455122.0,52.769
2012,Chile,Rest of World,Peru,Rest of World,5593.0,6.65
2012,Chile,Rest of World,India,Rest of World,19039.0,3.453
2012,Chile,Rest of World,Thailand,Thailand,24430.0,3.0
2012,Chile,Rest of World,USA,USA,13765570.0,5571.329
2012,Chile,Rest of World,USA,USA,80457.0,31.987
2012,China,China,Algeria,Rest of Africa,7932.0,11.456
2012,China,China,Angola,Rest of Africa,14968.0,10.7
2012,China,China,Australia,Rest of World,31780.0,22.0
2012,China,China,Australia,Rest of World,634149.0,1381.11
2012,China,China,Austria,European Union,29965.0,13.384
2012,China,China,Bangladesh,Rest of World,14641.0,8.005
2012,China,China,Bangladesh,Rest of World,815.0,0.91
2012,China,China,Belgium,European Union,37029.0,23.0
2012,China,China,Belgium,European Union,3896769.0,4187.337
2012,China,China,Bolivia (Plurinational State of),Rest of World,290.0,0.018
2012,China,China,Bosnia Herzegovina,Rest of World,588.0,0.374
2012,China,China,Brunei Darussalam,Other ASEAN,4510.0,3.0
2012,China,China,Myanmar,Other ASEAN,62668.0,57.377
2012,China,China,Myanmar,Other ASEAN,180538.0,278.963
2012,China,China,Canada,Canada,40587.0,21.677
2012,China,China,Canada,Canada,13595092.0,13370.905
2012,China,China,Chile,Rest of World,16007.000000000002,10.146
2012,China,China,Colombia,Rest of World,13751.0,14.168
2012,China,China,Congo,Rest of Africa,1280.0,1.15
2012,China,China,Costa Rica,Central America & Caribbean,14136.0,12.0
2012,China,China,Croatia,European Union,22051.0,16.0
2012,China,China,Czechia,European Union,32848.0,35.4
2012,China,China,Czechia,European Union,56754.0,58.267
2012,China,China,Denmark,European Union,250465.0,299.055
2012,China,China,Dominican Rep.,Central America & Caribbean,11137.0,17.209
2012,China,China,Equatorial Guinea,Rest of Africa,89.0,0.1
2012,China,China,Ethiopia,Rest of Africa,601.0,0.5
2012,China,China,Finland,European Union,13108.0,3.173
2012,China,China,France,European Union,257885.0,468.896
2012,China,China,French Polynesia,Rest of World,9094.0,3.634
2012,China,China,Djibouti,Rest of Africa,397.0,0.25
2012,China,China,Germany,European Union,25792.0,2.0
2012,China,China,Germany,European Union,2332968.0,2829.504
2012,China,China,Greenland,Rest of World,27.0,0.008
2012,China,China,Guatemala,Central America & Caribbean,2277.0,0.4
2012,China,China,Honduras,Central America & Caribbean,3709.0,1.275
2012,China,China,"China, Hong Kong SAR",Rest of World,2352.0,6.08
2012,China,China,"China, Hong Kong SAR",Rest of World,1740896.0,2293.271
